name,C2A1,C3A1,C4A1,C5A1,C6A1,C9A1,C10A1,C1A1,C7A1,C8A1,C11A1,C12A1,C13A1,C14A1,GeneName,Biotype
ACOD1L,0,0,0,0,0.015049626,0,0,0,0,0,0,0.015834274,0,0.015928491,ACOD1L,protein_coding
ACOT11,0.503175789,0.20703902,0.295607555,1.379468963,0.542216194,0.323451028,0.670046487,0.482102791,0.53707069,0.598005676,0.565192304,0.586332759,0.423037325,0.239116833,ACOT11,protein_coding
ACOT12,0,0.01571486,0,0,0.008002512,0.015623279,0,0.008004718,0,0.007943313,0.007902582,0,0,0.008469841,ACOT12,protein_coding
ACOT6,5.641540583,4.834060521,3.983871083,3.475129768,2.764958024,4.144907462,3.122945597,3.062047259,5.297535341,3.556653193,3.413038724,4.437885694,3.645264133,4.031300227,ACOT6,protein_coding
ACOT7,24.30920575,14.63791316,16.50990142,15.41808715,8.839886921,12.81540888,21.72426378,13.04461568,14.69447271,18.67837659,14.3763053,15.47059689,13.82108211,10.3750994,ACOT7,protein_coding
ACOT8,21.00529159,21.41574216,21.51272358,22.8702748,18.55900668,22.39146472,28.43068147,17.91351018,19.1828423,17.60392862,22.26675666,29.42680601,21.84141063,18.17418953,ACOT8,protein_coding
ACOT9,11.56505545,14.94808995,24.05318869,18.07438262,38.66252818,13.04762696,15.6491037,21.4996194,18.71116716,14.0310547,19.16152617,13.2234986,18.20741439,10.50657194,ACOT9,protein_coding
ACOX1,78.10333997,101.7439106,148.3860199,147.2840646,141.0804942,137.984676,162.8398384,134.4270598,146.6489748,96.77682286,110.1250315,119.9582044,119.8292444,153.2515617,ACOX1,protein_coding
ACOX2,1.873127716,1.705383599,2.201769563,1.53116752,1.34148676,2.329514201,2.019213379,0.522617795,1.400439277,3.910590314,1.75701711,0.861714164,1.454262882,1.374989939,ACOX2,protein_coding
ACOX3,2.955354597,4.131162617,3.408501802,3.237522866,3.734315713,4.502951588,2.255147564,2.078947653,3.57753466,3.20352013,3.837861118,3.235657905,2.92669817,4.54256743,ACOX3,protein_coding
ACP1,47.45895754,75.16564029,100.1217903,116.3544977,81.6660595,74.00527937,66.90740216,102.9518201,88.97850891,50.07944522,85.22994941,104.1845155,143.5969482,89.85270927,ACP1,protein_coding
ACP2,11.57650648,10.82552398,14.38704314,20.30165538,10.28905573,9.927085189,11.78372085,9.316451203,12.81811918,11.47721297,14.58248512,14.92955829,14.94330958,11.79565091,ACP2,protein_coding
ACP5,16.54328033,6.486365332,11.45495143,62.6393731,7.431898044,4.522951957,9.864303543,8.030497688,5.163183889,6.739408411,10.78212459,9.750088335,11.12428077,16.65435264,ACP5,protein_coding
ACP6,15.00351157,14.9515007,15.28083425,15.06183969,9.705484083,14.86436882,14.53411934,10.54506939,14.59099958,14.82425117,17.5574244,15.18520867,16.92000211,13.85869899,ACP6,protein_coding
ACPP,0.102684197,0.034203119,0.316521574,0.171135852,0.069669311,0.21535737,0.03689752,0.650426126,0,0.080679582,0.424262504,0.048867791,0.054356029,0.122896404,ACPP,protein_coding
ACR,0.79038644,0.307148476,0.438542502,0,0.536262447,0.436226467,0.757358988,0.31290598,0.099595021,0.443579504,0.353043961,0.705277211,0.46023143,0.52028072,ACR,protein_coding
ACRBP,0.197231979,0,0.218866624,0.090563336,0.086025996,0.027991381,0.151867248,0,0.063907223,0.113852817,0.226538022,0.030170389,0.080541027,0.30349907,ACRBP,protein_coding
ACSBG1,0.104935722,0.279624639,0.27170795,0.198087762,0.315300685,0.183675327,0.20469276,0.366256554,0.38534846,0.126196865,0.231011562,0.230077491,0.219017343,0.231446484,ACSBG1,protein_coding
ACSBG2,13.65936835,12.57433435,16.10976085,55.53289694,13.33318545,10.82342487,14.53381754,8.581618044,8.478961878,12.80807495,16.35571043,9.682764726,13.50818582,12.32216561,ACSBG2,protein_coding
ACSF2,19.99037644,19.91259188,20.82595121,16.22142269,18.47757401,26.16496208,23.2088276,7.384480121,16.47678639,37.12910817,30.02992928,18.10875611,10.82973958,20.01089969,ACSF2,protein_coding
ACSF3,4.170058329,3.077183248,2.729025311,3.322212304,2.698723354,3.696594413,2.812432929,1.698051935,2.085674945,2.93799412,4.448869717,2.7707319,2.587782981,3.109706191,ACSF3,protein_coding
ACSL1,197.3801174,313.4233628,616.7738365,401.8375874,483.579188,419.1982056,149.7912297,314.41158,236.8070432,371.2838898,349.8607,304.0370937,422.7958654,463.3960861,ACSL1,protein_coding
ACSL3,2.886844249,3.803005812,4.983231745,4.634805646,3.449729488,3.548308504,2.971810173,3.989021735,4.050577914,3.249058455,3.850997292,3.852377457,3.973203499,4.276836712,ACSL3,protein_coding
ACSL4,20.91643242,24.01642378,43.80003092,54.4817743,44.44055462,32.66403269,24.23384593,63.40674078,35.58722944,21.95782648,28.16571455,29.90497677,27.52561229,37.43806641,ACSL4,protein_coding
ACSL5,2.836345573,3.002162383,4.189313046,2.996508705,1.790302477,2.611583518,2.546185101,1.146914242,2.801934053,2.945125173,3.883522519,2.730225814,2.128150309,3.172280502,ACSL5,protein_coding
ACSL6,0.542363916,0.251900905,0.440796348,0.196424448,0.435361108,0.326321682,0.881111849,0.17885831,0.181925002,0.162052684,0.161221723,0.703448821,0.342095144,0.06582646,ACSL6,protein_coding
ACSM4,0,0.011215898,0.037365791,0,0,0,0,0,0.012728915,0,0,0,0.010694669,0.024180138,ACSM4,protein_coding
ACSM5,0.015334348,0.015323172,0.068065576,0,0.218485453,0.015233874,0.082651389,0.015610405,0.086951281,0.061962626,0.015411225,0.114938357,0.16072174,0.165174651,ACSM5,protein_coding
ACSS1A,33.15502424,39.00191174,49.09771998,29.69300864,40.72183581,36.87905804,35.06874316,42.49277394,41.23165799,31.13607055,32.62823559,32.30567066,29.56611217,37.48348189,ACSS1A,protein_coding
ACSS1B,0,0.040910348,0.090861944,0.043863339,0,0.020335969,0.044133122,0.020838607,0.023214561,0.041357504,0,0.153433251,0.039009146,0.022049457,ACSS1B,protein_coding
ACSS2,88.478199,88.52908995,81.34600755,57.2251879,63.27496777,70.36195849,79.849496,70.42784188,65.34042909,59.74681745,69.66573906,93.99189947,59.46709524,77.69524651,ACSS2,protein_coding
ACSS3,7.467249907,11.64041954,15.10185959,11.82061405,12.61531032,13.31588927,12.37629452,12.01065303,9.653975491,16.85942307,10.71293888,23.88747339,17.5919345,11.74333942,ACSS3,protein_coding
ACTA1,7.862948606,5.552937505,10.94875693,11.42149811,16.966406,4.206153916,12.91802705,7.003938726,27.78035315,10.73082018,9.384062235,9.269561723,33.75035194,2.443157269,ACTA1,protein_coding
ACTA2,16.93774587,32.90965821,40.8026187,32.82755254,30.67266961,26.45499582,32.89845532,28.45426789,51.01914032,51.67647064,64.1593996,55.2232726,18.38235204,31.76846357,ACTA2,protein_coding
ACTB,1829.081968,2100.210972,2159.403704,2485.34003,1358.286336,1456.461915,1735.50304,2651.393188,1218.917326,2109.540784,2256.999919,3237.947849,3485.295129,1411.435114,ACTB,protein_coding
ACTBL2,0.100814597,0.111934576,0.149164116,0.072008543,0.171002056,0.122410488,0.048300956,0.068419675,0.190551698,0.260263485,0.101320014,0.071967062,0.021346541,0.108592915,ACTBL2,protein_coding
ACTC1,0.243063847,0.850103416,0.134862926,0.520837476,3.793028524,0.241471235,0.786061359,0.164959737,3.905068871,0.572930112,0.732847223,0.997696778,0.15439944,0.087272453,ACTC1,protein_coding
ACTG1,45.42840158,51.25618547,55.22387063,96.01107004,86.38932659,66.70733589,75.98609773,61.33595801,45.79473901,61.8349829,80.05902247,69.46420784,78.37482246,54.02585985,ACTG1,protein_coding
ACTG2,2.888488634,4.117340968,3.393879758,5.461285216,6.138740266,2.405368626,5.494875054,2.637791311,6.744199993,5.96459618,3.329876888,5.185232302,2.347504086,2.379266914,ACTG2,protein_coding
ACTL6A,11.17212901,13.87166942,16.51473346,14.20300139,12.21863803,14.63981545,9.526904989,12.28566203,13.26095093,13.20210518,14.41223764,17.20787119,14.51794485,13.87515038,ACTL6A,protein_coding
ACTN1,33.45830049,33.13830066,41.24829201,61.01320909,31.74804742,26.12691122,28.46192844,41.72502932,32.14011571,41.83827822,37.03026571,33.08653843,34.8116688,28.3920694,ACTN1,protein_coding
ACTN2,0.046135728,0.011525526,0.089593733,0,0.046953346,0,0.037300398,0.011741572,0.02616062,0.023303002,0.034775267,0.012350343,0.362666918,0,ACTN2,protein_coding
ACTN4,226.4057152,115.3313338,156.4503513,144.4228672,139.4694724,129.6182355,222.6506929,125.871035,101.3462153,228.187625,167.2898524,151.3293838,124.9105002,136.0103729,ACTN4,protein_coding
ACTR10,26.96117546,22.57039986,37.30664184,45.06839523,40.48649716,34.35524585,33.74969359,26.858404,24.55433257,28.48663217,23.36368165,30.84331469,36.59441242,25.30746758,ACTR10,protein_coding
ACTR10L,0.920817536,2.054993622,0.953701713,1.841586893,1.936748284,0.975769729,1.091895539,0.906148076,1.740455747,0.682149402,1.41899865,0.854529954,1.550046794,1.388608081,ACTR10L,protein_coding
ACTR1A,69.57674205,76.42517827,95.05464385,112.5690904,127.1581704,87.93727703,98.23200767,84.23955421,88.95301462,89.41954856,99.79764247,107.8322314,127.9706728,88.70222055,ACTR1A,protein_coding
ACTR2,54.4058392,60.98617734,91.75386521,87.40722019,73.92127314,54.31314333,48.53065742,97.52566764,62.22710823,57.0526131,69.14213603,57.801958,76.26678801,66.98360504,ACTR2,protein_coding
ACTR3,43.02942097,52.9413601,60.38891759,68.15261635,43.92078844,49.1596043,28.80322206,60.69760895,40.5816642,49.30106055,53.19788406,55.74758989,52.54611279,47.55919619,ACTR3,protein_coding
ACTR3B,0.701418006,0.638205851,0.942484003,0.554621134,0.859811177,0.901638882,0.672779264,0.490478393,0.886949011,0.893067069,0.689169142,1.071409893,1.250190185,0.888297547,ACTR3B,protein_coding
ACTR5,1.683602346,1.172923591,1.486729046,1.149612875,1.18854758,1.513558954,1.380351713,0.959548994,1.317704133,1.329470338,1.441811125,1.098168296,0.954606747,1.436751872,ACTR5,protein_coding
ACTR6,24.75787407,37.40871469,35.85678173,44.71687201,30.22073527,35.63026099,24.71329538,43.24964425,37.23835866,29.88383565,34.91748042,52.41995249,68.09773393,27.3126051,ACTR6,protein_coding
ACTR8,14.26231093,14.27916616,14.70708781,11.13179112,10.74059498,12.97683435,9.142467506,13.79727905,15.12299208,11.98345263,12.14126006,14.51263311,15.40847001,12.27842225,ACTR8,protein_coding
ACVR1B,9.157093016,7.959118543,15.12257164,11.61123374,11.01380687,11.90994349,21.07751526,10.45710739,7.995482771,9.245243221,12.80260295,11.7696169,11.33489586,11.07579952,ACVR1B,protein_coding
ACVR1C,101.3103045,111.3392803,127.4509287,104.2764993,115.6984447,102.7543915,109.7652806,91.96279423,92.37554048,126.0259805,77.41116761,96.65111396,80.54954128,117.3787457,ACVR1C,protein_coding
ACVR2A,2.84802795,3.126359479,2.94811892,3.352026366,2.896646261,2.528871204,2.724435655,4.487143776,2.649195134,2.937802875,2.767078993,3.80080718,3.922095037,3.156090042,ACVR2A,protein_coding
ACVR2B,0.248951813,0.28786285,0.161809239,0.158131071,0.124872128,0.330349687,0.172522043,0.177403499,0.286362573,0.238914987,0.294878443,0.144711307,0.12877082,0.379254304,ACVR2B,protein_coding
ACVRL1,50.53556494,25.74763256,27.71773913,20.30083088,16.47496426,29.21488523,50.95172592,14.44907898,35.4544246,47.86441518,34.03020573,36.6297143,18.12050764,24.65670953,ACVRL1,protein_coding
ACY1,19.57112993,13.25369457,10.36708777,10.33813752,9.403780046,13.7861644,16.76037285,7.358490215,11.48420963,15.12073922,13.98092786,14.74982913,11.3382505,11.09146779,ACY1,protein_coding
ACYP1,13.36658735,18.6716107,18.71571491,14.99577899,21.43792923,22.17802623,35.38138599,14.81833322,12.93645948,13.22005542,16.10625163,17.98456888,22.33822153,15.60398738,ACYP1,protein_coding
ACYP2,9.929540341,12.03343153,11.30005428,9.642568829,13.11566409,11.54354,11.79711659,12.04392831,11.35665108,8.109972447,14.35323537,12.89459656,10.10535598,10.83219104,ACYP2,protein_coding
ADA,33.85961871,30.61057082,22.66979158,27.47729563,44.46066251,39.69505755,37.40381191,20.28476925,49.21091726,42.86178266,31.12339502,42.91976081,27.0318634,26.74466292,ADA,protein_coding
ADAL,3.393623032,4.606160405,3.403383599,2.994294929,4.063252739,3.407444827,2.523634917,2.567944542,4.0750021,4.033194521,4.887970884,4.294532385,3.371888588,4.769687106,ADAL,protein_coding
ADAM10,14.52199701,21.13322695,18.55253665,18.67065057,15.15284141,16.85388876,9.138426416,21.63610928,21.64156245,16.20587542,17.37150098,17.05999464,14.14174677,19.79869463,ADAM10,protein_coding
ADAM11,0.129430094,0.057482559,0.159586063,0.046223824,0.014635984,0.085721358,0.046508126,0.043920053,0.048927685,0.058110852,0,0.030798131,0.041108405,0.046472077,ADAM11,protein_coding
ADAM12,2.487981251,4.286496354,1.224040478,4.766609258,0.212045544,6.842777474,2.391357273,2.482864333,3.099535271,5.893353791,10.34670759,2.729706894,1.623239038,2.983579235,ADAM12,protein_coding
ADAM15,0.329715584,0.153755126,0.195137352,0.423908947,0.134223522,0.065511042,0.189562762,0.134260517,0.049856165,0.39969178,0.39764227,0.094147723,0.209442507,0.21309281,ADAM15,protein_coding
ADAM17,13.26531909,10.27411652,11.87719277,14.0289923,15.0555682,11.76502782,13.48335673,12.68610247,11.63767816,14.33205379,11.27975455,12.42698446,14.15211647,13.26006362,ADAM17,protein_coding
ADAM19,1.96897999,1.415799504,0.647395581,0.636218387,0.964828347,1.862932158,1.257802189,0.710563916,0.342624292,1.42075032,2.052141929,0.379280078,0.48639846,1.885240894,ADAM19,protein_coding
ADAM20,1.582945551,1.581791821,1.573603814,1.425084828,1.252998846,1.878351939,1.635299847,0.816911844,2.119303036,2.065479667,2.110127394,3.73133604,1.906301042,2.297117899,ADAM20,protein_coding
ADAM20L,0.045516834,0.02274183,0.075764457,0.02438338,0.138970451,0.090437194,0.024533351,0.023168126,0.129048426,0.091961605,0.045745025,0.024369335,0.043369924,0.049028671,ADAM20L,protein_coding
ADAM22,1.143882303,0.996503894,1.074070724,0.879886445,0.722372599,0.268070854,2.042509464,0.209008343,0.691863984,0.705177078,1.332376589,0.257532594,0.380077583,0.568679157,ADAM22,protein_coding
ADAM23,1.714587407,1.922477546,1.590018705,1.233297711,1.802319871,1.751334799,0.937170494,1.524199513,2.14530252,1.512507253,2.70208071,1.129153378,1.096813221,2.106999203,ADAM23,protein_coding
ADAM32,0.315207527,0.096916243,0.13453195,0.051955925,0.024676434,0.072263588,0.078413223,0.098732939,0.027497543,0.22044499,0.07310487,0.051925996,0.092412311,0.130587409,ADAM32,protein_coding
ADAM32L1,0.259849269,0.236054435,0.209710901,0.177165321,0.168289112,0.211210916,0.305579971,0.048095856,0,0.214771089,0.28489307,0.126473761,0.315118183,0.178116817,ADAM32L1,protein_coding
ADAM32L2,3.135582518,2.128728597,1.513993461,1.256593707,0.828237747,1.78341838,2.219014884,0.804099379,1.35724296,1.837659426,1.996626611,2.050399758,1.27717844,2.036817424,ADAM32L2,protein_coding
ADAM33,20.0010222,8.70031785,20.87817683,8.838165961,5.208907771,9.189328865,13.99378352,8.572324847,4.620830008,8.968722218,11.48029587,6.735793588,6.061932573,10.59500064,ADAM33,protein_coding
ADAM8,0.645988917,0.368867479,0.750983955,3.691268674,0.626130604,0.611196424,0.779270902,1.456154892,0.558169896,0.341824316,0.94292562,0.296448938,0.512932756,0.397617134,ADAM8,protein_coding
ADAM9,29.35961343,30.38968166,32.04704954,35.32815593,26.01543881,30.76933857,26.11350968,26.49998146,28.50971048,28.39950945,37.242712,35.3078053,31.63647687,33.58368807,ADAM9,protein_coding
ADAM9L,0.034085666,0.017030411,0.018912284,0.0182597,0.208138393,0.016931164,0,0.017349647,0.077311203,0.017216556,0,0.109495092,0.016238967,0.018357767,ADAM9L,protein_coding
ADAMDEC1,0.194125195,0.155186965,0.531366994,3.480296372,1.119537731,0.321422067,0.55804017,0.237143922,1.673154906,0.549091134,0.559282107,0.263296971,0.554906449,0.641248775,ADAMDEC1,protein_coding
ADAMTS1,52.93575703,84.00372429,68.73142964,45.53636637,39.37179394,43.06966664,92.13869672,200.7848703,84.17498103,38.54416304,49.18034162,93.67789334,81.09994062,34.91427466,ADAMTS1,protein_coding
ADAMTS10,2.334459335,1.765051304,2.189341181,2.965954811,1.745079135,2.821990868,2.215877643,1.272366108,2.120298975,3.339122468,3.384287876,2.466518364,1.32870404,2.214160108,ADAMTS10,protein_coding
ADAMTS12,7.783449434,5.400226903,5.972807205,3.007704829,3.462377308,9.46918906,3.034023478,3.935939764,4.179042165,6.067464145,8.916012474,2.936065922,3.842941655,5.946139785,ADAMTS12,protein_coding
ADAMTS13,5.008853086,2.663024344,1.983403689,1.720028177,2.472563543,2.158407864,2.39977542,3.519198881,4.114648995,3.913861981,2.473956736,1.466911882,1.07077532,2.075119049,ADAMTS13,protein_coding
ADAMTS14,1.951914079,1.645438264,2.586908018,1.764209293,1.26157247,2.003455825,2.094172061,1.111243149,1.835933491,3.055839142,2.863523699,2.65469512,2.371085061,1.843435901,ADAMTS14,protein_coding
ADAMTS15,29.54894116,13.73263957,30.90869807,33.12875023,10.12637446,23.52637391,22.94315613,13.89921365,14.90204635,27.17951882,21.82718556,18.86008784,19.18464574,16.61729066,ADAMTS15,protein_coding
ADAMTS17,0.034162623,0,0.02274598,0.080524076,0.090396937,0.081453075,0,0.062599744,0.085234328,0.09663039,0.089268118,0.007316154,0.019530757,0.022079057,ADAMTS17,protein_coding
ADAMTS18,0.104628401,0.028514221,0.158325317,0.254770285,0.009680239,0.0377974,0.174309336,0.048414534,0.097082302,0.144129426,0.420611752,0.030554823,0.063441224,0.1434376,ADAMTS18,protein_coding
ADAMTS19,3.141413834,4.086568976,1.280312651,1.774648401,2.15076693,3.438587837,1.231423063,3.325885848,1.191848186,2.457969881,3.065318056,1.223190429,1.088451472,2.30097625,ADAMTS19,protein_coding
ADAMTS2,32.73477138,32.38934774,42.80661768,33.93468696,26.13619553,44.01446085,28.97185215,30.07827638,26.13752416,25.34126687,36.72407376,39.00458825,36.55838755,56.17760571,ADAMTS2,protein_coding
ADAMTS20,0.043830146,0.0072997,0.024318967,0.023479821,0,0,0,0.007436533,0,0.007379487,0.007341647,0.031288394,0.013920931,0,ADAMTS20,protein_coding
ADAMTS3,0.380718832,0.947766158,0.615190756,0.844429454,0.346680045,1.001962546,0.525614321,0.645954544,0.795352147,1.045841083,1.006914482,0.615077119,0.700065704,1.287836135,ADAMTS3,protein_coding
ADAMTS4,2.32039523,0.953793139,2.501875092,2.909234019,0.569443883,0.686652772,3.140009362,21.69509058,0.839838964,1.462951804,1.438910984,2.537505309,3.073374868,1.329481156,ADAMTS4,protein_coding
ADAMTS5,13.38674203,16.39834871,17.73662313,17.19353078,14.39178167,12.4972526,8.832467786,14.09211594,21.70779749,12.40660318,12.74266317,12.38047727,13.16211279,10.39420116,ADAMTS5,protein_coding
ADAMTS6,0.125375156,0.148062645,0.189719629,0.262548248,0.243594378,0.198153564,0.110579886,0.261065912,0.258517205,0.322389827,0.21191532,0.21357896,0.456125871,0.214849785,ADAMTS6,protein_coding
ADAMTS7,12.68444541,12.46355507,10.64608981,7.782592878,8.286821442,16.20171503,11.38207253,3.569585879,5.408859464,11.62508329,14.97914031,10.92799221,8.06490993,13.78985469,ADAMTS7,protein_coding
ADAMTS8,1.985074087,2.532430809,8.532254448,5.00509158,5.461418832,4.667226207,5.870432867,2.243099544,1.891022345,6.363512615,1.995025928,5.094317072,7.74230802,3.513827653,ADAMTS8,protein_coding
ADAMTS9,13.11069458,15.87265283,15.54720574,12.58428887,11.06342176,12.21112607,12.49447177,18.87363902,12.37749322,15.54470124,17.05514272,22.66258984,15.76169652,11.50231204,ADAMTS9,protein_coding
ADAMTSL1,0.454994266,0.962815009,0.279181773,0.367044595,0.348655191,0.935932873,0.363531771,0.52857617,0.607054457,0.367705737,0.790817291,0.510127364,0.336625914,0.622714279,ADAMTSL1,protein_coding
ADAMTSL2,16.09843775,37.5297413,19.75199408,44.89003883,29.17873649,39.45868249,56.99968359,6.854744085,40.54273089,55.33915803,21.91352497,33.23307738,29.84247484,22.18859657,ADAMTSL2,protein_coding
